"","study","taxon","phylum","common_name","number_of_populations","ecosystem","dispersal_mode","acclimation_time","source_population","latitude","longitude","life_history_stage","sex","acclimation_temperature_1","acclimation_temperature_2","measurement_level","thermal_limit_type","thermal_limit_1","thermal_limit_2","thermal_limit_error_type","thermal_limit_error_1","thermal_limit_error_2","n_1","n_2","max_temp","min_temp","mean_temp","temp_range","upper_lower","ARR"
"83","Darveau_et_al_2012","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","liard_hot_spring",59.428525,-126.0884222,"adult","uncertain",20,25,"individual","CTmax",32.2787194,35.94350282,"std_err",0.24,0.159999999999997,11,11,20.2625,-19.0625,0.4375,39.325,"upper",0.732956684
"84","Darveau_et_al_2012","Couesius_plumbeus","Chordata","lake_chub",3,"freshwater","direct","<1","green_lake",51.37627778,-121.2630472,"adult","uncertain",20,25,"individual","CTmax",32.04143126,35.41619586,"std_err",0.219999999999999,0.120000000000005,11,11,22.5333333333333,-10.2333333333333,4.73333333333333,32.7666666666667,"upper",0.67495292
"85","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17,-84.568,"adult","female",21,23,"population","CTmax",47.8,47.2,"std_err",0.374165739,0.489897949,5,5,29.22,-4.46,12.42,33.68,"upper",-0.299999999999997
"86","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.142,-84.526,"adult","female",21,23,"population","CTmax",46.8,47.8,"std_err",0.374165739,0.2,5,5,29.325,-4.3,12.525,33.625,"upper",0.5
"87","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.544,-81.376,"adult","female",21,23,"population","CTmax",47.2,47,"std_err",0.374165739,0,5,5,25.78,-6.04,9.56,31.82,"upper",-0.100000000000001
"88","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51333333,-81.60333333,"adult","female",21,23,"population","CTmax",47.5,47.33333333,"std_err",0.5,0.210818511,6,6,26.75,-5.45,10.375,32.2,"upper",-0.083333334999999
"89","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.79666667,-83.94333333,"adult","female",21,23,"population","CTmax",47.66666667,47.42857143,"std_err",0.666666667,0.297380857,3,7,29.64,-0.14,15,29.78,"upper",-0.11904762
"90","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.9,-83.96,"adult","female",21,23,"population","CTmax",46.75,47.4,"std_err",0.25,0.4,4,5,29.675,-0.175,15.025,29.85,"upper",0.324999999999999
"91","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17,-84.565,"adult","female",21,25,"population","CTmax",47.8,47.5,"std_err",0.374165739,0.5,4,4,29.24,-4.44,12.44,33.68,"upper",-0.0749999999999993
"92","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.13857143,-84.51571429,"adult","female",21,25,"population","CTmax",46.8,47.42857143,"std_err",0.374165739,0.297380857,7,7,29.24,-4.36,12.46,33.6,"upper",0.1571428575
"93","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.56285714,-81.35714286,"adult","female",21,25,"population","CTmax",47.2,47.57142857,"std_err",0.374165739,0.297380857,7,7,25.76,-6.04,9.56,31.8,"upper",0.0928571424999998
"94","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51,-81.61,"adult","female",21,25,"population","CTmax",47.5,47.55555556,"std_err",0.5,0.293972368,9,9,26.76,-5.46,10.38,32.22,"upper",0.0138888900000005
"95","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.695,-83.81,"adult","female",21,25,"population","CTmax",47.66666667,48,"std_err",0.666666667,0.40824829,4,4,28.8,-0.82,14.2,29.62,"upper",0.0833333325000005
"96","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.9,-83.96,"adult","female",21,25,"population","CTmax",46.75,47,"std_err",0.25,0.316227766,5,5,29.675,-0.175,15.025,29.85,"upper",0.0625
"97","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17,-84.5675,"adult","female",21,27,"population","CTmax",47.8,47,"std_err",0.374165739,0,4,4,29.225,-4.45,12.425,33.675,"upper",-0.133333333333333
"98","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14,-84.51,"adult","female",21,27,"population","CTmax",46.8,47.4,"std_err",0.374165739,0.4,5,5,29.24,-4.38,12.46,33.62,"upper",0.1
"99","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.53142857,-81.38857143,"adult","female",21,27,"population","CTmax",47.2,47.57142857,"std_err",0.374165739,0.202030509,7,7,25.9,-5.98,9.64,31.88,"upper",0.0619047616666665
"100","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51571429,-81.59857143,"adult","female",21,27,"population","CTmax",47.5,47.57142857,"std_err",0.5,0.202030509,7,7,26.68,-5.48,10.34,32.16,"upper",0.011904761666667
"101","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.76,-83.85666667,"adult","female",21,27,"population","CTmax",47.66666667,47.33333333,"std_err",0.666666667,0.333333333,6,6,29.55,-0.2,14.95,29.75,"upper",-0.055555556666666
"102","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.9,-83.96,"adult","female",21,27,"population","CTmax",46.75,47.33333333,"std_err",0.25,0.333333333,3,3,29.675,-0.175,15.025,29.85,"upper",0.097222221666667
"103","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17,-84.56333333,"adult","female",21,29,"population","CTmax",47.8,47.33333333,"std_err",0.374165739,0.333333333,3,3,29.225,-4.45,12.425,33.675,"upper",-0.0583333337499994
"104","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.1475,-84.53,"adult","female",21,29,"population","CTmax",46.8,47.25,"std_err",0.374165739,0.25,4,4,29.46,-4.22,12.66,33.68,"upper",0.0562500000000004
"105","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.544,-81.376,"adult","female",21,29,"population","CTmax",47.2,47.8,"std_err",0.374165739,0.2,5,5,25.78,-6.04,9.56,31.82,"upper",0.0749999999999993
"106","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51333333,-81.60333333,"adult","female",21,29,"population","CTmax",47.5,48,"std_err",0.5,0.25819889,6,6,26.75,-5.45,10.375,32.2,"upper",0.0625
"107","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74,-83.788,"adult","female",21,29,"population","CTmax",47.66666667,47.4,"std_err",0.666666667,0.678232998,5,5,28.96,-0.68,14.36,29.64,"upper",-0.0333333337499999
"108","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.912,-83.952,"adult","female",21,29,"population","CTmax",46.75,47.6,"std_err",0.25,0.244948974,5,5,29.52,-0.3,14.88,29.82,"upper",0.10625
"109","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17,-84.56333333,"adult","female",23,25,"population","CTmax",47.2,47.5,"std_err",0.489897949,0.5,5,4,29.225,-4.45,12.425,33.675,"upper",0.149999999999999
"110","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.1475,-84.53,"adult","female",23,25,"population","CTmax",47.8,47.42857143,"std_err",0.2,0.297380857,5,7,29.46,-4.22,12.66,33.68,"upper",-0.185714285
"111","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.544,-81.376,"adult","female",23,25,"population","CTmax",47,47.57142857,"std_err",0,0.297380857,5,7,25.78,-6.04,9.56,31.82,"upper",0.285714285000001
"112","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51333333,-81.60333333,"adult","female",23,25,"population","CTmax",47.33333333,47.55555556,"std_err",0.210818511,0.293972368,6,9,26.75,-5.45,10.375,32.2,"upper",0.111111115
"113","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74,-83.788,"adult","female",23,25,"population","CTmax",47.42857143,48,"std_err",0.297380857,0.40824829,3,4,28.96,-0.68,14.36,29.64,"upper",0.285714285000001
"114","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.912,-83.952,"adult","female",23,25,"population","CTmax",47.4,47,"std_err",0.4,0.316227766,4,5,29.52,-0.3,14.88,29.82,"upper",-0.199999999999999
"115","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17,-84.56333333,"adult","female",23,27,"population","CTmax",47.2,47,"std_err",0.489897949,0,4,4,29.225,-4.45,12.425,33.675,"upper",-0.0500000000000007
"116","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.1475,-84.53,"adult","female",23,27,"population","CTmax",47.8,47.4,"std_err",0.2,0.4,5,5,29.46,-4.22,12.66,33.68,"upper",-0.0999999999999996
"117","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.544,-81.376,"adult","female",23,27,"population","CTmax",47,47.57142857,"std_err",0,0.202030509,7,7,25.78,-6.04,9.56,31.82,"upper",0.1428571425
"118","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51333333,-81.60333333,"adult","female",23,27,"population","CTmax",47.33333333,47.57142857,"std_err",0.210818511,0.202030509,7,7,26.75,-5.45,10.375,32.2,"upper",0.05952381
"119","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74,-83.788,"adult","female",23,27,"population","CTmax",47.42857143,47.33333333,"std_err",0.297380857,0.333333333,6,6,28.96,-0.68,14.36,29.64,"upper",-0.023809524999999
"120","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.912,-83.952,"adult","female",23,27,"population","CTmax",47.4,47.33333333,"std_err",0.4,0.333333333,3,3,29.52,-0.3,14.88,29.82,"upper",-0.0166666674999991
"121","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17,-84.56333333,"adult","female",23,29,"population","CTmax",47.2,47.33333333,"std_err",0.489897949,0.333333333,3,3,29.225,-4.45,12.425,33.675,"upper",0.0222222216666665
"122","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.1475,-84.53,"adult","female",23,29,"population","CTmax",47.8,47.25,"std_err",0.2,0.25,4,4,29.46,-4.22,12.66,33.68,"upper",-0.0916666666666662
"123","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.544,-81.376,"adult","female",23,29,"population","CTmax",47,47.8,"std_err",0,0.2,5,5,25.78,-6.04,9.56,31.82,"upper",0.133333333333333
"124","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51333333,-81.60333333,"adult","female",23,29,"population","CTmax",47.33333333,48,"std_err",0.210818511,0.25819889,6,6,26.75,-5.45,10.375,32.2,"upper",0.111111111666666
"125","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74,-83.788,"adult","female",23,29,"population","CTmax",47.42857143,47.4,"std_err",0.297380857,0.678232998,5,5,28.96,-0.68,14.36,29.64,"upper",-0.00476190499999992
"126","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.912,-83.952,"adult","female",23,29,"population","CTmax",47.4,47.6,"std_err",0.4,0.244948974,5,5,29.52,-0.3,14.88,29.82,"upper",0.0333333333333338
"127","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17,-84.56333333,"adult","female",25,27,"population","CTmax",47.5,47,"std_err",0.5,0,4,4,29.225,-4.45,12.425,33.675,"upper",-0.25
"128","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.1475,-84.53,"adult","female",25,27,"population","CTmax",47.42857143,47.4,"std_err",0.297380857,0.4,5,5,29.46,-4.22,12.66,33.68,"upper",-0.0142857149999998
"129","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.544,-81.376,"adult","female",25,27,"population","CTmax",47.57142857,47.57142857,"std_err",0.297380857,0.202030509,7,7,25.78,-6.04,9.56,31.82,"upper",0
"130","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51333333,-81.60333333,"adult","female",25,27,"population","CTmax",47.55555556,47.57142857,"std_err",0.293972368,0.202030509,7,7,26.75,-5.45,10.375,32.2,"upper",0.00793650499999998
"131","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74,-83.788,"adult","female",25,27,"population","CTmax",48,47.33333333,"std_err",0.40824829,0.333333333,6,6,28.96,-0.68,14.36,29.64,"upper",-0.333333334999999
"132","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.912,-83.952,"adult","female",25,27,"population","CTmax",47,47.33333333,"std_err",0.316227766,0.333333333,3,3,29.52,-0.3,14.88,29.82,"upper",0.166666665000001
"133","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17,-84.56333333,"adult","female",25,29,"population","CTmax",47.5,47.33333333,"std_err",0.5,0.333333333,3,3,29.225,-4.45,12.425,33.675,"upper",-0.0416666674999995
"134","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.1475,-84.53,"adult","female",25,29,"population","CTmax",47.42857143,47.25,"std_err",0.297380857,0.25,4,4,29.46,-4.22,12.66,33.68,"upper",-0.0446428574999995
"135","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.544,-81.376,"adult","female",25,29,"population","CTmax",47.57142857,47.8,"std_err",0.297380857,0.2,5,5,25.78,-6.04,9.56,31.82,"upper",0.0571428574999988
"136","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51333333,-81.60333333,"adult","female",25,29,"population","CTmax",47.55555556,48,"std_err",0.293972368,0.25819889,6,6,26.75,-5.45,10.375,32.2,"upper",0.11111111
"137","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74,-83.788,"adult","female",25,29,"population","CTmax",48,47.4,"std_err",0.40824829,0.678232998,5,5,28.96,-0.68,14.36,29.64,"upper",-0.15
"138","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.912,-83.952,"adult","female",25,29,"population","CTmax",47,47.6,"std_err",0.316227766,0.244948974,5,5,29.52,-0.3,14.88,29.82,"upper",0.15
"139","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17,-84.56333333,"adult","female",27,29,"population","CTmax",47,47.33333333,"std_err",0,0.333333333,3,3,29.225,-4.45,12.425,33.675,"upper",0.166666665000001
"140","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.1475,-84.53,"adult","female",27,29,"population","CTmax",47.4,47.25,"std_err",0.4,0.25,4,4,29.46,-4.22,12.66,33.68,"upper",-0.0749999999999993
"141","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.544,-81.376,"adult","female",27,29,"population","CTmax",47.57142857,47.8,"std_err",0.202030509,0.2,5,5,25.78,-6.04,9.56,31.82,"upper",0.114285714999998
"142","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51333333,-81.60333333,"adult","female",27,29,"population","CTmax",47.57142857,48,"std_err",0.202030509,0.25819889,6,6,26.75,-5.45,10.375,32.2,"upper",0.214285714999999
"143","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74,-83.788,"adult","female",27,29,"population","CTmax",47.33333333,47.4,"std_err",0.333333333,0.678232998,5,5,28.96,-0.68,14.36,29.64,"upper",0.0333333349999982
"144","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.912,-83.952,"adult","female",27,29,"population","CTmax",47.33333333,47.6,"std_err",0.333333333,0.244948974,5,5,29.52,-0.3,14.88,29.82,"upper",0.133333335
"145","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17092767,-84.56699133,"adult","female",21,23,"population","CTmin",7.166666667,6.666666667,"std_err",0.477260702,0.421637021,6,6,29.075,-4.6,12.275,33.675,"lower",-0.25
"146","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.1496268,-84.535818,"adult","female",21,23,"population","CTmin",5.6,9,"std_err",0.979795897,5,5,2,29.54,-4.16,12.74,33.7,"lower",1.7
"147","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.572007,-81.349941,"adult","female",21,23,"population","CTmin",4.666666667,4.571428571,"std_err",0.614636297,0.611677742,6,7,25.75,-6,9.55,31.75,"lower",-0.0476190480000001
"148","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.5126768,-81.605684,"adult","female",21,23,"population","CTmin",6,5.857142857,"std_err",0.547722558,0.553283335,5,7,26.74,-5.46,10.36,32.2,"lower",-0.0714285714999998
"149","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.71111833,-83.85056133,"adult","female",21,23,"population","CTmin",7,6.4,"std_err",0.966091783,0.6,6,5,28.575,-1.025,14,29.6,"lower",-0.3
"150","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","female",21,23,"population","CTmin",7.666666667,8.75,"std_err",1.666666667,0.478713554,3,4,29.675,-0.175,15.025,29.85,"lower",0.5416666665
"151","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17092767,-84.56699133,"adult","female",21,25,"population","CTmin",7.166666667,7.333333333,"std_err",0.477260702,1.452966315,3,3,29.075,-4.6,12.275,33.675,"lower",0.0416666664999998
"152","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14613467,-84.524552,"adult","female",21,25,"population","CTmin",5.6,6,"std_err",0.979795897,1,3,3,29.35,-4.325,12.55,33.675,"lower",0.1
"153","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5536105,-81.3685685,"adult","female",21,25,"population","CTmin",4.666666667,4.833333333,"std_err",0.614636297,0.477260702,6,6,25.74,-6.08,9.52,31.82,"lower",0.0416666664999998
"154","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.508968,-81.613669,"adult","female",21,25,"population","CTmin",6,7,"std_err",0.547722558,1.303840481,5,5,26.7666666666667,-5.46666666666667,10.3833333333333,32.2333333333333,"lower",0.25
"155","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.72059833,-83.76725333,"adult","female",21,25,"population","CTmin",7,7,"std_err",0.966091783,0,3,3,28.3,-1.225,13.75,29.525,"lower",0
"156","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","female",21,25,"population","CTmin",7.666666667,8.5,"std_err",1.666666667,0.428174419,6,6,29.675,-0.175,15.025,29.85,"lower",0.20833333325
"157","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17092767,-84.56699133,"adult","female",21,27,"population","CTmin",7.166666667,8,"std_err",0.477260702,1.154700538,3,3,29.075,-4.6,12.275,33.675,"lower",0.138888888833333
"158","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.13690443,-84.51774014,"adult","female",21,27,"population","CTmin",5.6,5.714285714,"std_err",0.979795897,0.644178536,7,7,29.15,-4.45,12.35,33.6,"lower",0.019047619
"159","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.54572629,-81.37655171,"adult","female",21,27,"population","CTmin",4.666666667,5.571428571,"std_err",0.614636297,0.480928807,7,7,25.78,-6.02,9.58,31.8,"lower",0.150793650666667
"160","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.5126768,-81.605684,"adult","female",21,27,"population","CTmin",6,6.6,"std_err",0.547722558,0.871779789,5,5,26.74,-5.46,10.36,32.2,"lower",0.0999999999999999
"161","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.7888258,-83.839272,"adult","female",21,27,"population","CTmin",7,8.6,"std_err",0.966091783,0.509901951,5,5,29.4,-0.32,14.78,29.72,"lower",0.266666666666667
"162","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","female",21,27,"population","CTmin",7.666666667,10.5,"std_err",1.666666667,1.5,2,2,29.675,-0.175,15.025,29.85,"lower",0.472222222166667
"163","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.1714245,-84.56780575,"adult","female",21,29,"population","CTmin",7.166666667,6.75,"std_err",0.477260702,1.030776406,4,4,29.1,-4.58,12.3,33.68,"lower",-0.052083333375
"164","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.1422926,-84.5282332,"adult","female",21,29,"population","CTmin",5.6,6,"std_err",0.979795897,0.948683298,5,5,29.4333333333333,-4.21666666666667,12.6333333333333,33.65,"lower",0.05
"165","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5425726,-81.379745,"adult","female",21,29,"population","CTmin",4.666666667,5.4,"std_err",0.614636297,0.4,5,5,25.8,-6.03333333333333,9.56666666666667,31.8333333333333,"lower",0.091666666625
"166","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51161714,-81.60796543,"adult","female",21,29,"population","CTmin",6,7.857142857,"std_err",0.547722558,0.670059394,7,7,26.75,-5.475,10.375,32.225,"lower",0.232142857125
"167","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74496529,-83.79297429,"adult","female",21,29,"population","CTmin",7,9.428571429,"std_err",0.966091783,0.297380857,7,7,29,-0.65,14.375,29.65,"lower",0.303571428625
"168","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","female",21,29,"population","CTmin",7.666666667,11.2,"std_err",1.666666667,1.113552873,5,5,29.675,-0.175,15.025,29.85,"lower",0.441666666625
"169","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.1714245,-84.56780575,"adult","female",23,25,"population","CTmin",6.666666667,7.333333333,"std_err",0.421637021,1.452966315,6,3,29.1,-4.58,12.3,33.68,"lower",0.333333333
"170","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.1422926,-84.5282332,"adult","female",23,25,"population","CTmin",9,6,"std_err",5,1,5,3,29.4333333333333,-4.21666666666667,12.6333333333333,33.65,"lower",-1.5
"171","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5425726,-81.379745,"adult","female",23,25,"population","CTmin",4.571428571,4.833333333,"std_err",0.611677742,0.477260702,6,6,25.8,-6.03333333333333,9.56666666666667,31.8333333333333,"lower",0.130952381
"172","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51161714,-81.60796543,"adult","female",23,25,"population","CTmin",5.857142857,7,"std_err",0.553283335,1.303840481,5,5,26.75,-5.475,10.375,32.225,"lower",0.5714285715
"173","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74496529,-83.79297429,"adult","female",23,25,"population","CTmin",6.4,7,"std_err",0.6,0,6,3,29,-0.65,14.375,29.65,"lower",0.3
"174","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","female",23,25,"population","CTmin",8.75,8.5,"std_err",0.478713554,0.428174419,3,6,29.675,-0.175,15.025,29.85,"lower",-0.125
"175","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.1714245,-84.56780575,"adult","female",23,27,"population","CTmin",6.666666667,8,"std_err",0.421637021,1.154700538,3,3,29.1,-4.58,12.3,33.68,"lower",0.33333333325
"176","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.1422926,-84.5282332,"adult","female",23,27,"population","CTmin",9,5.714285714,"std_err",5,0.644178536,7,7,29.4333333333333,-4.21666666666667,12.6333333333333,33.65,"lower",-0.8214285715
