"","study","taxon","phylum","common_name","number_of_populations","ecosystem","dispersal_mode","acclimation_time","source_population","latitude","longitude","life_history_stage","sex","acclimation_temperature_1","acclimation_temperature_2","measurement_level","thermal_limit_type","thermal_limit_1","thermal_limit_2","thermal_limit_error_type","thermal_limit_error_1","thermal_limit_error_2","n_1","n_2","max_temp","min_temp","mean_temp","temp_range","upper_lower","ARR"
"266","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14373338,-84.52685275,"adult","uncertain",21,23,"population","CTmin",4.2125,3.9,"std_err",0.207222248,0.149740977,8,7,29.38,-4.26,12.58,33.64,"lower",-0.15625
"267","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.56043167,-81.36166167,"adult","uncertain",21,23,"population","CTmin",2.101123596,2.666666667,"std_err",0.135637698,0.153439055,10,8,25.68,-6.12,9.48,31.8,"lower",0.2827715355
"268","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51092,-81.60946637,"adult","uncertain",21,23,"population","CTmin",4.315789474,4.287356322,"std_err",0.134074872,0.173727509,10,9,26.76,-5.46,10.38,32.22,"lower",-0.0142165759999999
"269","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.72657913,-83.86933689,"adult","uncertain",21,23,"population","CTmin",3.973684211,4.795918367,"std_err",0.12838222,0.136807998,8,10,29.22,-0.48,14.6,29.7,"lower",0.411117078
"270","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.90592287,-83.95231961,"adult","uncertain",21,23,"population","CTmin",5.506493506,6.0625,"std_err",0.12890964,0.139329032,8,8,29.6,-0.24,14.94,29.84,"lower",0.278003247
"271","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17059214,-84.56644134,"adult","uncertain",21,25,"population","CTmin",5.821052632,5.597402597,"std_err",0.132153282,0.151614393,8,8,29.2,-4.48,12.4,33.68,"lower",-0.0559125087499999
"272","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.13682111,-84.521299,"adult","uncertain",21,25,"population","CTmin",4.2125,5.088888889,"std_err",0.207222248,0.186058697,9,9,29.24,-4.36,12.44,33.6,"lower",0.21909722225
"273","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.55862773,-81.36348827,"adult","uncertain",21,25,"population","CTmin",2.101123596,4.545454545,"std_err",0.135637698,0.13121597,9,9,25.7,-6.11666666666667,9.48333333333333,31.8166666666667,"lower",0.61108273725
"274","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.508968,-81.613669,"adult","uncertain",21,25,"population","CTmin",4.315789474,5.155555556,"std_err",0.134074872,0.131172672,9,9,26.7666666666667,-5.46666666666667,10.3833333333333,32.2333333333333,"lower",0.2099415205
"275","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74090243,-83.82867771,"adult","uncertain",21,25,"population","CTmin",3.973684211,5.514285714,"std_err",0.12838222,0.118204051,7,7,29.3333333333333,-0.383333333333333,14.7166666666667,29.7166666666667,"lower",0.38515037575
"276","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","uncertain",21,25,"population","CTmin",5.506493506,6.028571429,"std_err",0.12890964,0.127032427,7,7,29.675,-0.175,15.025,29.85,"lower",0.13051948075
"277","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17032907,-84.56601011,"adult","uncertain",21,27,"population","CTmin",5.821052632,5.975903614,"std_err",0.132153282,0.149419391,9,9,29.225,-4.45,12.425,33.675,"lower",0.025808497
"278","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.13456563,-84.51737175,"adult","uncertain",21,27,"population","CTmin",4.2125,5.2375,"std_err",0.207222248,0.171777518,8,8,29.15,-4.45,12.35,33.6,"lower",0.170833333333333
"279","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5425726,-81.379745,"adult","uncertain",21,27,"population","CTmin",2.101123596,4.78,"std_err",0.135637698,0.118560388,10,10,25.8,-6.03333333333333,9.56666666666667,31.8333333333333,"lower",0.446479400666667
"280","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.511286,-81.60867838,"adult","uncertain",21,27,"population","CTmin",4.315789474,5.3875,"std_err",0.134074872,0.137212011,8,8,26.75,-5.475,10.375,32.225,"lower",0.178618421
"281","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74423385,-83.82365663,"adult","uncertain",21,27,"population","CTmin",3.973684211,6.943820225,"std_err",0.12838222,0.130175836,9,9,29.275,-0.425,14.675,29.7,"lower",0.495022669
"282","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.90669486,-83.95188557,"adult","uncertain",21,27,"population","CTmin",5.506493506,8.671428571,"std_err",0.12890964,0.193819011,7,7,29.575,-0.25,14.925,29.825,"lower",0.5274891775
"283","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17067925,-84.56658413,"adult","uncertain",21,29,"population","CTmin",5.821052632,5.6125,"std_err",0.132153282,0.142861522,8,8,29.2,-4.48,12.4,33.68,"lower",-0.026069079
"284","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14438792,-84.53412395,"adult","uncertain",21,29,"population","CTmin",4.2125,4.864864865,"std_err",0.207222248,0.160206647,8,8,29.525,-4.15,12.725,33.675,"lower",0.081545608125
"285","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5462519,-81.3760195,"adult","uncertain",21,29,"population","CTmin",2.101123596,5.022222222,"std_err",0.135637698,0.128350505,10,10,25.78,-6.04,9.56,31.82,"lower",0.36513732825
"286","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51046005,-81.61045664,"adult","uncertain",21,29,"population","CTmin",4.315789474,6.942528736,"std_err",0.134074872,0.190916641,9,9,26.76,-5.46,10.38,32.22,"lower",0.32834240775
"287","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74763971,-83.79579732,"adult","uncertain",21,29,"population","CTmin",3.973684211,7.512195122,"std_err",0.12838222,0.120527675,9,9,28.225,-1.275,13.675,29.5,"lower",0.442313863875
"288","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","uncertain",21,29,"population","CTmin",5.506493506,10.13043478,"std_err",0.12890964,0.170142415,7,7,29.675,-0.175,15.025,29.85,"lower",0.57799265925
"289","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17067925,-84.56658413,"adult","uncertain",23,25,"population","CTmin",5.529411765,5.597402597,"std_err",0.108559945,0.151614393,8,8,29.2,-4.48,12.4,33.68,"lower",0.0339954160000002
"290","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14438792,-84.53412395,"adult","uncertain",23,25,"population","CTmin",3.9,5.088888889,"std_err",0.149740977,0.186058697,9,9,29.525,-4.15,12.725,33.675,"lower",0.5944444445
"291","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5462519,-81.3760195,"adult","uncertain",23,25,"population","CTmin",2.666666667,4.545454545,"std_err",0.153439055,0.13121597,9,9,25.78,-6.04,9.56,31.82,"lower",0.939393939
"292","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51046005,-81.61045664,"adult","uncertain",23,25,"population","CTmin",4.287356322,5.155555556,"std_err",0.173727509,0.131172672,9,9,26.76,-5.46,10.38,32.22,"lower",0.434099617
"293","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74763971,-83.79579732,"adult","uncertain",23,25,"population","CTmin",4.795918367,5.514285714,"std_err",0.136807998,0.118204051,7,7,28.225,-1.275,13.675,29.5,"lower",0.3591836735
"294","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","uncertain",23,25,"population","CTmin",6.0625,6.028571429,"std_err",0.139329032,0.127032427,7,7,29.675,-0.175,15.025,29.85,"lower",-0.0169642854999998
"295","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17067925,-84.56658413,"adult","uncertain",23,27,"population","CTmin",5.529411765,5.975903614,"std_err",0.108559945,0.149419391,9,9,29.2,-4.48,12.4,33.68,"lower",0.11162296225
"296","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14438792,-84.53412395,"adult","uncertain",23,27,"population","CTmin",3.9,5.2375,"std_err",0.149740977,0.171777518,8,8,29.525,-4.15,12.725,33.675,"lower",0.334375
"297","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5462519,-81.3760195,"adult","uncertain",23,27,"population","CTmin",2.666666667,4.78,"std_err",0.153439055,0.118560388,10,10,25.78,-6.04,9.56,31.82,"lower",0.52833333325
"298","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51046005,-81.61045664,"adult","uncertain",23,27,"population","CTmin",4.287356322,5.3875,"std_err",0.173727509,0.137212011,8,8,26.76,-5.46,10.38,32.22,"lower",0.2750359195
"299","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74763971,-83.79579732,"adult","uncertain",23,27,"population","CTmin",4.795918367,6.943820225,"std_err",0.136807998,0.130175836,9,9,28.225,-1.275,13.675,29.5,"lower",0.5369754645
"300","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","uncertain",23,27,"population","CTmin",6.0625,8.671428571,"std_err",0.139329032,0.193819011,7,7,29.675,-0.175,15.025,29.85,"lower",0.65223214275
"301","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17067925,-84.56658413,"adult","uncertain",23,29,"population","CTmin",5.529411765,5.6125,"std_err",0.108559945,0.142861522,8,8,29.2,-4.48,12.4,33.68,"lower",0.0138480391666667
"302","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14438792,-84.53412395,"adult","uncertain",23,29,"population","CTmin",3.9,4.864864865,"std_err",0.149740977,0.160206647,8,8,29.525,-4.15,12.725,33.675,"lower",0.160810810833333
"303","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5462519,-81.3760195,"adult","uncertain",23,29,"population","CTmin",2.666666667,5.022222222,"std_err",0.153439055,0.128350505,10,10,25.78,-6.04,9.56,31.82,"lower",0.3925925925
"304","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51046005,-81.61045664,"adult","uncertain",23,29,"population","CTmin",4.287356322,6.942528736,"std_err",0.173727509,0.190916641,9,9,26.76,-5.46,10.38,32.22,"lower",0.442528735666667
"305","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74763971,-83.79579732,"adult","uncertain",23,29,"population","CTmin",4.795918367,7.512195122,"std_err",0.136807998,0.120527675,9,9,28.225,-1.275,13.675,29.5,"lower",0.4527127925
"306","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","uncertain",23,29,"population","CTmin",6.0625,10.13043478,"std_err",0.139329032,0.170142415,7,7,29.675,-0.175,15.025,29.85,"lower",0.67798913
"307","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17067925,-84.56658413,"adult","uncertain",25,27,"population","CTmin",5.597402597,5.975903614,"std_err",0.151614393,0.149419391,9,9,29.2,-4.48,12.4,33.68,"lower",0.1892505085
"308","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14438792,-84.53412395,"adult","uncertain",25,27,"population","CTmin",5.088888889,5.2375,"std_err",0.186058697,0.171777518,8,8,29.525,-4.15,12.725,33.675,"lower",0.0743055555000001
"309","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5462519,-81.3760195,"adult","uncertain",25,27,"population","CTmin",4.545454545,4.78,"std_err",0.13121597,0.118560388,10,10,25.78,-6.04,9.56,31.82,"lower",0.1172727275
"310","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51046005,-81.61045664,"adult","uncertain",25,27,"population","CTmin",5.155555556,5.3875,"std_err",0.131172672,0.137212011,8,8,26.76,-5.46,10.38,32.22,"lower",0.115972222
"311","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74763971,-83.79579732,"adult","uncertain",25,27,"population","CTmin",5.514285714,6.943820225,"std_err",0.118204051,0.130175836,9,9,28.225,-1.275,13.675,29.5,"lower",0.7147672555
"312","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","uncertain",25,27,"population","CTmin",6.028571429,8.671428571,"std_err",0.127032427,0.193819011,7,7,29.675,-0.175,15.025,29.85,"lower",1.321428571
"313","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17067925,-84.56658413,"adult","uncertain",25,29,"population","CTmin",5.597402597,5.6125,"std_err",0.151614393,0.142861522,8,8,29.2,-4.48,12.4,33.68,"lower",0.00377435074999988
"314","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14438792,-84.53412395,"adult","uncertain",25,29,"population","CTmin",5.088888889,4.864864865,"std_err",0.186058697,0.160206647,8,8,29.525,-4.15,12.725,33.675,"lower",-0.0560060059999998
"315","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5462519,-81.3760195,"adult","uncertain",25,29,"population","CTmin",4.545454545,5.022222222,"std_err",0.13121597,0.128350505,10,10,25.78,-6.04,9.56,31.82,"lower",0.11919191925
"316","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51046005,-81.61045664,"adult","uncertain",25,29,"population","CTmin",5.155555556,6.942528736,"std_err",0.131172672,0.190916641,9,9,26.76,-5.46,10.38,32.22,"lower",0.446743295
"317","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74763971,-83.79579732,"adult","uncertain",25,29,"population","CTmin",5.514285714,7.512195122,"std_err",0.118204051,0.120527675,9,9,28.225,-1.275,13.675,29.5,"lower",0.499477352
"318","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","uncertain",25,29,"population","CTmin",6.028571429,10.13043478,"std_err",0.127032427,0.170142415,7,7,29.675,-0.175,15.025,29.85,"lower",1.02546583775
"319","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_rural",39.17067925,-84.56658413,"adult","uncertain",27,29,"population","CTmin",5.975903614,5.6125,"std_err",0.149419391,0.142861522,8,8,29.2,-4.48,12.4,33.68,"lower",-0.181701807
"320","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cin_urban",39.14438792,-84.53412395,"adult","uncertain",27,29,"population","CTmin",5.2375,4.864864865,"std_err",0.171777518,0.160206647,8,8,29.525,-4.15,12.725,33.675,"lower",-0.1863175675
"321","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_rural",41.5462519,-81.3760195,"adult","uncertain",27,29,"population","CTmin",4.78,5.022222222,"std_err",0.118560388,0.128350505,10,10,25.78,-6.04,9.56,31.82,"lower",0.121111111
"322","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Cle_urban",41.51046005,-81.61045664,"adult","uncertain",27,29,"population","CTmin",5.3875,6.942528736,"std_err",0.137212011,0.190916641,9,9,26.76,-5.46,10.38,32.22,"lower",0.777514368
"323","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_rural",35.74763971,-83.79579732,"adult","uncertain",27,29,"population","CTmin",6.943820225,7.512195122,"std_err",0.130175836,0.120527675,9,9,28.225,-1.275,13.675,29.5,"lower",0.2841874485
"324","Diamond_et_al_2018","Temnothorax_curvispinosus","Arthropoda","ant",3,"terrestrial","direct","1","Knx_urban",35.898203,-83.95666,"adult","uncertain",27,29,"population","CTmin",8.671428571,10.13043478,"std_err",0.193819011,0.170142415,7,7,29.675,-0.175,15.025,29.85,"lower",0.7295031045
"325","Dong_et_al_2015","Cellana_toreuma","Mollusca","limpet",3,"intertidal","planktonic","<1","Dagong_Island",35.96667,120.5,"uncertain","uncertain",25,30,"population","CTmax",42.43902,41.77507,"std_dev",0.44715,0.71815,500,500,27.4,-2.2,13.3,29.6,"upper",-0.13279
"326","Dong_et_al_2015","Cellana_toreuma","Mollusca","limpet",3,"intertidal","planktonic","<1","Nanding_Island",24.15,117.9833,"uncertain","uncertain",25,30,"population","CTmax",42.96748,42.56098,"std_dev",0.3929,0.3525,500,500,30.7,12,22.3,18.7,"upper",-0.0813000000000002
"327","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",2,7,"individual","CTmin",-1.1,-1.1,"std_dev",0,0,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0
"328","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",2,12,"individual","CTmin",-1.1,-1.1,"std_dev",0,0,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0
"329","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",2,22,"individual","CTmin",-1.1,1.7,"std_dev",0,0.9,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.14
"330","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",2,26,"individual","CTmin",-1.1,3.8,"std_dev",0,0.36,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.204166666666667
"331","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",2,32,"individual","CTmin",-1.1,5.5,"std_dev",0,0.49,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.22
"332","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",2,34,"individual","CTmin",-1.1,8.6,"std_dev",0,0.49,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.303125
"333","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",7,12,"individual","CTmin",-1.1,-1.1,"std_dev",0,0,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0
"334","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",7,22,"individual","CTmin",-1.1,1.7,"std_dev",0,0.9,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.186666666666667
"335","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",7,26,"individual","CTmin",-1.1,3.8,"std_dev",0,0.36,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.257894736842105
"336","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",7,32,"individual","CTmin",-1.1,5.5,"std_dev",0,0.49,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.264
"337","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",7,34,"individual","CTmin",-1.1,8.6,"std_dev",0,0.49,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.359259259259259
"338","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",12,22,"individual","CTmin",-1.1,1.7,"std_dev",0,0.9,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.28
"339","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",12,26,"individual","CTmin",-1.1,3.8,"std_dev",0,0.36,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.35
"340","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",12,32,"individual","CTmin",-1.1,5.5,"std_dev",0,0.49,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.33
"341","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",12,34,"individual","CTmin",-1.1,8.6,"std_dev",0,0.49,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.440909090909091
"342","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",22,26,"individual","CTmin",1.7,3.8,"std_dev",0.9,0.36,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.525
"343","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",22,32,"individual","CTmin",1.7,5.5,"std_dev",0.9,0.49,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.38
"344","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",22,34,"individual","CTmin",1.7,8.6,"std_dev",0.9,0.49,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.575
"345","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",26,32,"individual","CTmin",3.8,5.5,"std_dev",0.36,0.49,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.283333333333333
"346","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",26,34,"individual","CTmin",3.8,8.6,"std_dev",0.36,0.49,15,15,20.139793,2.809211,11.043438,17.330582,"lower",0.6
"347","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",32,34,"individual","CTmin",5.5,8.6,"std_dev",0.49,0.49,15,15,20.139793,2.809211,11.043438,17.330582,"lower",1.55
"348","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",2,7,"individual","CTmin",-1.1,-1.1,"std_dev",0,0,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0
"349","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",2,12,"individual","CTmin",-1.1,-1,"std_dev",0,0.41,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.01
"350","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",2,22,"individual","CTmin",-1.1,2.9,"std_dev",0,0.73,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.2
"351","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",2,26,"individual","CTmin",-1.1,5.8,"std_dev",0,0.41,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.2875
"352","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",2,32,"individual","CTmin",-1.1,7.7,"std_dev",0,0.47,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.293333333333333
"353","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",2,34,"individual","CTmin",-1.1,9.6,"std_dev",0,0.49,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.334375
"354","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",7,12,"individual","CTmin",-1.1,-1,"std_dev",0,0.41,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.02
"355","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",7,22,"individual","CTmin",-1.1,2.9,"std_dev",0,0.73,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.266666666666667
"356","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",7,26,"individual","CTmin",-1.1,5.8,"std_dev",0,0.41,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.363157894736842
"357","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",7,32,"individual","CTmin",-1.1,7.7,"std_dev",0,0.47,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.352
